similar_word,input_word,sensitivity_score
suryoye,barbarian,0.583600312346966
illnesses,disability,0.5832147937411094
evry,barbarian,0.5832147937411094
proclaiming,slavery,0.5832147937411094
emigrate,"immigrant, migrants",0.5832147937411094
nth,one,0.5832147937411094
indonesians,"immigrant, migrants",0.5830055965117564
minors,gender,0.5829762899375753
interacts,seminal,0.5817923186344238
bridged,intersex,0.5817923186344238
mestizos,natives,0.5817923186344238
probabaly,respectability,0.5817923186344238
confessing,"mankind, gentile",0.5817923186344238
psychopathic,enslavement,0.5817923186344238
uzbeks,oriental,0.5817923186344238
ossetian,migrants,0.5817923186344238
hephthalites,barbarian,0.5816263820080907
dervish,oriental,0.5803698435277381
diplomatic,foreign,0.5803698435277381
noisy,intersex,0.5803698435277381
iranian,ethnicity,0.5789473684210525
tensors,mastery,0.5789473684210525
spokesman,chief,0.5789473684210525
mystical,mankind,0.5789473684210525
ethnically,ethnicity,0.5789473684210525
semite,antisemitism,0.5775248933143668
slovenes,nation,0.5775248933143668
azarbaijan,nation,0.5775248933143668
hostages,refugee,0.5775248933143668
languange,"gentile, barbarian, ancestors, oriental",0.5773213330748039
remade,one,0.5761024182076813
exoplanets,mastery,0.5761024182076813
disciplines,diversity,0.5761024182076813
imperium,migrants,0.5761024182076813
ordinance,foreign,0.5761024182076813
amerindians,natives,0.5761024182076813
rumania,migrants,0.5761024182076813
facade,respectability,0.5761024182076813
statistically,diversity,0.5746799431009957
transcaucasia,migrants,0.5746799431009957
dignified,intersex,0.5746799431009957
deterministic,seminal,0.5746799431009957
tindouf,homeland,0.5746799431009957
bosnians,"nation, ancestors",0.5746799431009957
agressing,ability,0.5746799431009957
hungarians,nation,0.5736807154520445
bibliographies,seminal,0.57325746799431
divinely,mankind,0.57325746799431
declension,mastery,0.57325746799431
correlate,"diversity, seminal",0.57325746799431
irani,"barbarian, homeland",0.57325746799431
blacks,"racial, white",0.57325746799431
spaniards,"ethnicity, natives, white",0.5731334449587762
decendents,"slaves, enslavement, ancestors, tribe",0.5720605044649817
bulgars,barbarian,0.5718349928876244
shudras,gentile,0.5718349928876244
voivodeship,mastery,0.5718349928876244
fein,chief,0.5718349928876244
kremlin,foreign,0.5704125177809387
impacts,diversity,0.5689900426742531
mosques,slaves,0.5689900426742531
smugness,bossy,0.5689900426742531
earthly,mankind,0.5689900426742531
sumerians,"tribe, natives, ancestors",0.5689900426742531
manumission,slavery,0.5675675675675674
catholicism,antisemitism,0.5675675675675674
spiritually,mankind,0.5675675675675674
kurds,"ethnicity, ancestors",0.5675675675675674
humankind,"mankind, darkness",0.5675675675675674
genders,gender,0.5661450924608818
nonverbal,mastery,0.5661450924608818
ylee,respectability,0.5661450924608818
heisenberg,seminal,0.5661450924608818
exiled,slaves,0.5661450924608818
spokespeople,partner,0.5661450924608818
fairer,one,0.5661450924608818
sparta,nation,0.5657241331526
rebellious,enslavement,0.5647226173541962
dominions,nation,0.5633001422475106
assasination,refugee,0.5633001422475106
holodomor,slavery,0.563041208701993
danes,"slaves, natives, ancestors, tribe",0.5623664478199051
historiography,antisemitism,0.5618858281165865
evolves,mastery,0.5618776671408249
uae,"nation, immigrant",0.5618776671408249
gastrointestinal,disability,0.5618776671408249
clam,deaf,0.5618776671408249
interpersonal,disability,0.5618776671408249
enabler,bossy,0.5618776671408249
interbreeding,diversity,0.5618776671408249
ousted,chief,0.5618776671408249
bukharan,tribe,0.5604551920341393
fussing,one,0.5604551920341393
africans,"ethnicity, natives",0.5604551920341393
differing,diversity,0.5604551920341393
livelikemusic,one,0.5604551920341393
multiplicity,mastery,0.5604551920341393
barbarians,natives,0.5590327169274537
ceuta,migrants,0.5590327169274537
cherish,partner,0.5590327169274537
highlands,oriental,0.5583416126425744
demiurge,spirit,0.5581903441386891
mormonism,antisemitism,0.557610241820768
creationary,diversity,0.557610241820768
naturalized,"slaves, immigrant",0.557610241820768
resided,"nation, immigrant, slaves",0.5573519891937297
assimilated,"gentile, ancestors",0.5566269575615503
plundered,"enslavement, migrants",0.556581254105079
karata,migrants,0.5561877667140824
ainu,ethnicity,0.5561877667140824
violently,gentile,0.5561877667140824
sadr,foreign,0.5561877667140824
endowed,mankind,0.5561877667140824
mobilized,"refugee, migrants",0.5547652916073967
linearly,intersex,0.5547652916073967
philistines,gentile,0.5534206295537349
kleene,mastery,0.5533428165007112
labourers,"slaves, migrants",0.5533428165007112
pompus,"respectability, bossy, deaf",0.5533428165007112
hellenized,ancestors,0.5533428165007112
britons,natives,0.5533428165007112
caregivers,disability,0.5533428165007112
chauvinists,"interracial, enslavement, gentile",0.5525289943519257
nordic,white,0.5519546225173428
